zinc
1918,217
1919,289
1920,450
1921,497
1922,345
1923,286
1924,110
1925,91
1926,148
1927,110
1928,196
1929,244
1930,108
1931,155
1932,137
1933,172
1934,263
1935,282
1936,242
1937,242
1938,203
1939,363
1940,850
1941,173
1942,323
1943,408
1944,369
1945,253
1946,520
1947,342
1948,566
1949,647
1950,490
1951,312
1952,764
1953,704
1954,600
1955,1144
1956,606
1957,686
1958,950
1959,815
1960,1115
1961,1549
1962,1145
1963,1051
1964,1140
1965,1084
1966,1380
1967,1879
1968,1587
1969,2056
1970,1563
1971,1607
1972,4159
1973,2530
1974,2564
1975,2434
1976,2790
1977,3052
1978,3338
1979,3208
1980,2817
1981,3361
1982,3727
1983,4255
1984,5785
1985,6134
1986,6963
1987,6363
1988,5590
1989,6613
1990,7269
1991,6232
1992,6685
1993,6906
1994,8272
1995,8765
1996,7932
1997,11670
1998,10164
1999,11021
2000,10275
2001,11098
2002,13353
2003,11504
2004,12542
2005,10393
2006,11337
2007,9518
2008,8555
zombie
1900,1
1903,2
1904,2
1915,1
1919,1
1929,40
1931,20
1932,2
1933,2
1934,4
1935,8
1936,11
1937,6
1938,7
1939,14
1940,11
1941,25
1942,21
1943,24
1944,29
1945,17
1946,33
1947,39
1948,41
1949,58
1950,38
1951,91
1952,87
1953,66
1954,54
1955,70
1956,73
1957,111
1958,147
1959,98
1960,183
1961,120
1962,111
1963,105
1964,190
1965,154
1966,206
1967,245
1968,295
1969,317
1970,339
1971,389
1972,487
1973,535
1974,568
1975,482
1976,592
1977,626
1978,602
1979,1055
1980,863
1981,986
1982,1079
1983,1004
1984,1148
1985,1311
1986,1251
1987,1594
1988,2359
1989,2320
1990,2068
1991,2265
1992,2189
1993,2650
1994,2544
1995,2666
1996,3265
1997,3124
1998,3436
1999,3487
2000,5219
2001,7244
2002,7532
2003,9233
2004,8216
2005,8870
2006,10610
2007,13308
2008,13069
zipped
1900,8
1901,6
1902,5
1903,2
1904,5
1905,13
1906,32
1907,8
1908,3
1909,12
1910,10
1911,24
1912,17
1913,11
1914,13
1915,13
1916,22
1917,23
1918,32
1919,30
1920,22
1921,18
1922,15
1923,13
1924,17
1925,18
1926,13
1927,23
1928,21
1929,34
1930,20
1931,28
1932,10
1933,28
1934,54
1935,34
1936,46
1937,45
1938,67
1939,42
1940,47
1941,88
1942,65
1943,88
1944,78
1945,57
1946,106
1947,73
1948,89
1949,81
1950,117
1951,102
1952,94
1953,123
1954,120
1955,151
1956,122
1957,152
1958,138
1959,145
1960,169
1961,194
1962,219
1963,210
1964,220
1965,191
1966,266
1967,381
1968,418
1969,344
1970,411
1971,409
1972,463
1973,546
1974,519
1975,611
1976,640
1977,683
1978,796
1979,876
1980,981
1981,957
1982,1194
1983,1264
1984,1386
1985,1632
1986,1812
1987,2144
1988,2180
1989,2398
1990,2562
1991,2703
1992,2764
1993,3028
1994,3464
1995,3882
1996,4060
1997,4542
1998,4799
1999,5115
2000,6409
2001,6798
2002,8612
2003,9454
2004,10014
2005,10529
2006,10531
2007,10751
2008,10435
zipper
1904,4
1905,1
1910,1
1915,1
1917,1
1920,1
1923,5
1925,3
1926,5
1927,2
1928,13
1929,16
1930,15
1931,45
1932,31
1933,59
1934,63
1935,190
1936,136
1937,144
1938,225
1939,172
1940,280
1941,195
1942,293
1943,469
1944,335
1945,300
1946,260
1947,425
1948,357
1949,607
1950,346
1951,346
1952,408
1953,362
1954,435
1955,477
1956,494
1957,551
1958,462
1959,643
1960,552
1961,647
1962,1043
1963,937
1964,903
1965,611
1966,1097
1967,900
1968,1861
1969,1137
1970,1134
1971,1241
1972,2243
1973,2501
1974,2112
1975,1898
1976,2333
1977,2351
1978,3287
1979,2736
1980,2469
1981,3389
1982,2853
1983,2614
1984,3223
1985,3422
1986,3605
1987,4079
1988,3983
1989,4846
1990,5130
1991,4829
1992,6131
1993,6483
1994,7436
1995,7539
1996,7208
1997,7422
1998,8015
1999,8669
2000,10806
2001,11137
2002,12401
2003,12381
2004,14699
2005,15381
2006,15130
2007,14131
2008,14188
zealously
1900,2374
1901,2152
1902,2701
1903,2429
1904,2258
1905,2575
1906,2381
1907,2275
1908,2110
1909,2040
1910,1933
1911,1923
1912,2083
1913,1813
1914,1849
1915,1580
1916,1676
1917,1556
1918,1256
1919,1538
1920,1536
1921,1372
1922,1792
1923,1216
1924,1227
1925,1301
1926,1200
1927,1615
1928,1599
1929,1432
1930,1510
1931,1449
1932,1559
1933,1043
1934,1146
1935,1459
1936,1495
1937,1232
1938,1377
1939,1384
1940,1203
1941,1046
1942,1069
1943,1011
1944,820
1945,871
1946,1209
1947,1425
1948,1371
1949,1603
1950,1476
1951,1467
1952,1484
1953,1359
1954,1419
1955,1624
1956,1740
1957,1818
1958,1801
1959,1823
1960,2115
1961,2195
1962,2464
1963,2619
1964,2383
1965,2934
1966,3411
1967,3416
1968,3810
1969,3815
1970,3979
1971,3250
1972,3414
1973,3046
1974,2948
1975,3054
1976,2701
1977,2944
1978,2946
1979,2475
1980,2741
1981,2586
1982,2562
1983,2680
1984,2786
1985,2785
1986,2846
1987,3103
1988,3222
1989,3153
1990,3537
1991,3079
1992,3569
1993,3548
1994,3695
1995,4085
1996,4537
1997,4217
1998,4570
1999,4970
2000,5350
2001,5529
2002,5441
2003,7111
2004,8257
2005,7039
2006,9388
2007,9921
2008,18607
zest
1900,3307
1901,3212
1902,3395
1903,3085
1904,3758
1905,3465
1906,3588
1907,3599
1908,3746
1909,3048
1910,3767
1911,4016
1912,4005
1913,3916
1914,3780
1915,3616
1916,3302
1917,3599
1918,2968
1919,3772
1920,4650
1921,3999
1922,4522
1923,3820
1924,3902
1925,3886
1926,3624
1927,4009
1928,3783
1929,3873
1930,3979
1931,4088
1932,3432
1933,3154
1934,3734
1935,4335
1936,3891
1937,3830
1938,3505
1939,3609
1940,3546
1941,2875
1942,2714
1943,2173
1944,2535
1945,2427
1946,3358
1947,4074
1948,3937
1949,4241
1950,4090
1951,4031
1952,4133
1953,3787
1954,4174
1955,4211
1956,4526
1957,4568
1958,4440
1959,4306
1960,4705
1961,5079
1962,5550
1963,6041
1964,5757
1965,6344
1966,6600
1967,6666
1968,7598
1969,7507
1970,7206
1971,6792
1972,6609
1973,6086
1974,6086
1975,5713
1976,6448
1977,6345
1978,5933
1979,5794
1980,5925
1981,5759
1982,5735
1983,6007
1984,6636
1985,7119
1986,6721
1987,7147
1988,7810
1989,7654
1990,8894
1991,8842
1992,9753
1993,10415
1994,11317
1995,12051
1996,13336
1997,12231
1998,13341
1999,14026
2000,14325
2001,14539
2002,15866
2003,18955
2004,23501
2005,20980
2006,22958
2007,26484
2008,37187
zone
1900,13984
1901,14593
1902,14414
1903,15166
1904,18862
1905,19339
1906,18097
1907,24556
1908,21202
1909,20931
1910,20701
1911,22690
1912,24737
1913,23596
1914,25099
1915,26049
1916,25046
1917,23007
1918,25221
1919,26907
1920,30391
1921,27148
1922,29637
1923,23667
1924,22059
1925,18823
1926,20429
1927,24482
1928,23478
1929,24620
1930,25907
1931,27406
1932,24196
1933,22039
1934,20353
1935,23488
1936,26267
1937,31592
1938,35180
1939,30069
1940,37207
1941,27274
1942,33795
1943,26841
1944,22382
1945,27938
1946,35241
1947,41800
1948,56031
1949,54825
1950,52620
1951,51231
1952,48402
1953,52122
1954,49428
1955,56999
1956,63531
1957,69882
1958,75679
1959,73891
1960,89301
1961,90011
1962,117415
1963,119075
1964,113234
1965,132791
1966,141197
1967,145426
1968,154174
1969,142276
1970,145672
1971,152545
1972,160203
1973,159524
1974,163948
1975,176542
1976,177996
1977,191998
1978,172471
1979,196331
1980,188248
1981,197567
1982,209139
1983,211968
1984,227298
1985,225333
1986,238103
1987,226562
1988,246918
1989,248656
1990,279397
1991,268377
1992,297469
1993,287981
1994,292035
1995,301461
1996,304894
1997,330967
1998,348291
1999,341328
2000,389965
2001,387219
2002,416444
2003,461039
2004,456467
2005,459682
2006,469759
2007,464881
2008,446185
zigzag
1900,2685
1901,1750
1902,2343
1903,2269
1904,2324
1905,2388
1906,2086
1907,2661
1908,2371
1909,2208
1910,2114
1911,2342
1912,2195
1913,2023
1914,2039
1915,1714
1916,1875
1917,3448
1918,1590
1919,1540
1920,1968
1921,1814
1922,1914
1923,1537
1924,1472
1925,1632
1926,1629
1927,1689
1928,1964
1929,1644
1930,1800
1931,1707
1932,1431
1933,1361
1934,1897
1935,1570
1936,1741
1937,2286
1938,1914
1939,2115
1940,1916
1941,1673
1942,1617
1943,1612
1944,1075
1945,1455
1946,1334
1947,1644
1948,1986
1949,2006
1950,2363
1951,2105
1952,1980
1953,2427
1954,1863
1955,2114
1956,1829
1957,2283
1958,2320
1959,2164
1960,2303
1961,2632
1962,2965
1963,2935
1964,3548
1965,3772
1966,3666
1967,3618
1968,4113
1969,3847
1970,4168
1971,3775
1972,4663
1973,4353
1974,3919
1975,4044
1976,4113
1977,4650
1978,4424
1979,4260
1980,4425
1981,4363
1982,5060
1983,5009
1984,5002
1985,5181
1986,5410
1987,5339
1988,5856
1989,6323
1990,6859
1991,6659
1992,7364
1993,6606
1994,7310
1995,7830
1996,7999
1997,7985
1998,8749
1999,9184
2000,10479
2001,10515
2002,12302
2003,12850
2004,14509
2005,14216
2006,14347
2007,16129
2008,21702
zoning
1900,22
1901,13
1902,15
1903,24
1904,6
1905,13
1906,14
1907,15
1908,9
1909,5
1910,29
1911,86
1912,23
1913,37
1914,100
1915,80
1916,131
1917,77
1918,98
1919,204
1920,465
1921,644
1922,5693
1923,998
1924,1305
1925,602
1926,2124
1927,1665
1928,2312
1929,1555
1930,3010
1931,2918
1932,1494
1933,1647
1934,1390
1935,3335
1936,1657
1937,1819
1938,2264
1939,2887
1940,3793
1941,2416
1942,1764
1943,1552
1944,1624
1945,1540
1946,2551
1947,2676
1948,4368
1949,8882
1950,6873
1951,3229
1952,5040
1953,5622
1954,4135
1955,6927
1956,4641
1957,9524
1958,8688
1959,8134
1960,9589
1961,8087
1962,10077
1963,9589
1964,9483
1965,18002
1966,21445
1967,12832
1968,31148
1969,13801
1970,15397
1971,23117
1972,20450
1973,21321
1974,34083
1975,33047
1976,30038
1977,28645
1978,24755
1979,29002
1980,24270
1981,26425
1982,24510
1983,19992
1984,25082
1985,24688
1986,41655
1987,20521
1988,35905
1989,25950
1990,27153
1991,25741
1992,23614
1993,33055
1994,27411
1995,27302
1996,46250
1997,37870
1998,37749
1999,36456
2000,33494
2001,39451
2002,39037
2003,69529
2004,55852
2005,41006
2006,41726
2007,37700
2008,41825
za
1900,184
1901,201
1902,319
1903,269
1904,187
1905,279
1906,214
1907,305
1908,265
1909,188
1910,304
1911,253
1912,329
1913,200
1914,171
1915,227
1916,184
1917,151
1918,162
1919,153
1920,217
1921,226
1922,212
1923,186
1924,162
1925,575
1926,267
1927,235
1928,290
1929,270
1930,2139
1931,543
1932,396
1933,270
1934,259
1935,776
1936,306
1937,414
1938,492
1939,462
1940,363
1941,546
1942,250
1943,443
1944,296
1945,343
1946,362
1947,626
1948,552
1949,821
1950,1161
1951,1204
1952,778
1953,1137
1954,1635
1955,1571
1956,3094
1957,1855
1958,2290
1959,1596
1960,2074
1961,3570
1962,3217
1963,3779
1964,3301
1965,4383
1966,3020
1967,4824
1968,5819
1969,6538
1970,5129
1971,4715
1972,4835
1973,5574
1974,7072
1975,5904
1976,6896
1977,7931
1978,6429
1979,5623
1980,6328
1981,6032
1982,6838
1983,7615
1984,5797
1985,8656
1986,7448
1987,7827
1988,8932
1989,9594
1990,11838
1991,8051
1992,8863
1993,7446
1994,9559
1995,8381
1996,9042
1997,10384
1998,10384
1999,9304
2000,11211
2001,12433
2002,14064
2003,12535
2004,15537
2005,14183
2006,13178
2007,14440
2008,12236
zoo
1900,336
1901,292
1902,193
1903,409
1904,288
1905,257
1906,394
1907,289
1908,312
1909,308
1910,305
1911,302
1912,386
1913,372
1914,321
1915,301
1916,366
1917,372
1918,322
1919,377
1920,437
1921,1315
1922,685
1923,452
1924,483
1925,724
1926,1128
1927,832
1928,923
1929,959
1930,1492
1931,1295
1932,1170
1933,823
1934,1209
1935,1359
1936,1695
1937,1539
1938,1667
1939,1657
1940,1830
1941,1779
1942,1451
1943,1079
1944,1257
1945,1547
1946,1339
1947,1847
1948,1934
1949,1759
1950,2050
1951,1896
1952,1822
1953,2167
1954,2496
1955,3006
1956,2540
1957,3438
1958,3026
1959,3249
1960,3282
1961,4530
1962,3958
1963,4380
1964,4347
1965,4866
1966,5250
1967,6768
1968,5929
1969,8205
1970,6164
1971,6762
1972,7693
1973,6838
1974,8186
1975,6882
1976,8350
1977,8241
1978,9076
1979,8242
1980,10609
1981,8348
1982,9044
1983,9679
1984,10158
1985,10434
1986,11195
1987,14060
1988,14895
1989,17912
1990,18161
1991,16207
1992,19066
1993,19248
1994,19361
1995,22170
1996,23395
1997,24508
1998,24191
1999,26326
2000,29128
2001,35346
2002,30959
2003,33487
2004,35287
2005,32598
2006,35724
2007,38295
2008,34229
ze
1900,1363
1901,1153
1902,1039
1903,1618
1904,924
1905,1564
1906,913
1907,1327
1908,1612
1909,1014
1910,1314
1911,1314
1912,1135
1913,1127
1914,1273
1915,744
1916,793
1917,738
1918,996
1919,1232
1920,1116
1921,995
1922,1725
1923,624
1924,649
1925,511
1926,564
1927,421
1928,885
1929,401
1930,488
1931,473
1932,645
1933,526
1934,560
1935,457
1936,663
1937,536
1938,741
1939,488
1940,1105
1941,671
1942,529
1943,381
1944,290
1945,343
1946,415
1947,875
1948,676
1949,603
1950,449
1951,834
1952,720
1953,965
1954,689
1955,1041
1956,886
1957,918
1958,810
1959,988
1960,1365
1961,1558
1962,2324
1963,1804
1964,1901
1965,1996
1966,5924
1967,2685
1968,2579
1969,2342
1970,2803
1971,3096
1972,2824
1973,3040
1974,3235
1975,2667
1976,4115
1977,3578
1978,3086
1979,2800
1980,3294
1981,3343
1982,3451
1983,3285
1984,3413
1985,4166
1986,4215
1987,3531
1988,3684
1989,3929
1990,4868
1991,4815
1992,4040
1993,4333
1994,4178
1995,4715
1996,5471
1997,6547
1998,6283
1999,5468
2000,6387
2001,6905
2002,7589
2003,8524
2004,10401
2005,8782
2006,9607
2007,12022
2008,19076
zonal
1900,180
1901,229
1902,168
1903,455
1904,451
1905,493
1906,341
1907,267
1908,336
1909,676
1910,357
1911,675
1912,476
1913,253
1914,387
1915,293
1916,429
1917,227
1918,369
1919,135
1920,386
1921,271
1922,444
1923,325
1924,460
1925,387
1926,403
1927,690
1928,275
1929,660
1930,389
1931,405
1932,378
1933,418
1934,270
1935,309
1936,666
1937,297
1938,1779
1939,453
1940,779
1941,842
1942,755
1943,575
1944,960
1945,1839
1946,792
1947,1682
1948,1505
1949,3032
1950,1708
1951,2350
1952,2177
1953,4070
1954,2021
1955,1783
1956,2872
1957,3757
1958,2313
1959,2696
1960,3124
1961,3639
1962,4522
1963,4824
1964,4866
1965,5404
1966,6425
1967,6018
1968,5659
1969,5666
1970,6060
1971,6264
1972,7123
1973,7216
1974,6859
1975,6614
1976,7021
1977,6975
1978,6176
1979,7045
1980,8920
1981,6657
1982,8356
1983,7229
1984,8347
1985,8718
1986,7796
1987,10633
1988,7749
1989,7523
1990,8981
1991,7001
1992,15387
1993,10033
1994,6950
1995,7843
1996,9480
1997,8933
1998,8956
1999,7587
2000,9241
2001,10458
2002,9166
2003,9973
2004,10402
2005,10241
2006,10990
2007,9180
2008,7732
